1 1 F 16777218
1 1 0 1
1 1 B 3
1 1 0 4
1 1 B 6
1 1 R -16777218
2 1 F 16777218
2 1 0 1
2 1 B 3
2 1 0 4
2 1 B 5
3 1 F 16777218
3 1 0 1
3 1 B 3
3 1 0 4
3 1 B 5
4 1 F 16777218
4 1 0 1
4 1 B 3
4 1 0 4
4 1 B 5
5 1 F 16777218
5 1 0 1
5 1 B 2
